Description model^Car make^Sub category^category path^SKU-CAR^SKU-MODEL^Roof bars mounting^body type^^Bol car models^Variants
RDX I^Acura^RDX I | 2007-2012^Acura[RDX I | 2007-2012^ACU^RX^^suv^^^
MR2 (W1)^Toyota^MR2 (W1) | 1984-1989^Toyota[MR2 (W1) | 1984-1989^TOY^MR^^coupé^^Toyota^
MR2 (W2)^Toyota^MR2 (W2) | 1989-1999^Toyota[MR2 (W2) | 1989-1999^TOY^MR^^coupé & cabriolet^^Toyota^
MR2 (W3)^Toyota^MR2 (W3) | 1999-2007^Toyota[MR2 (W3) | 1999-2007^TOY^MR^^cabriolet^^Toyota^
Paseo (EL54)^Toyota^Paseo (EL54) | 1995-1999^Toyota[Paseo (EL54) | 1995-1999^TOY^PS^^cabriolet^^Toyota^
Picnic^Toyota^Picnic | 1996-2001^Toyota[Picnic | 1996-2001^TOY^PI^^mpv^^Toyota^
Previa (XR10-XR20)^Toyota^Previa (XR10-XR20) | 1990-1999^Toyota[Previa (XR10-XR20) | 1990-1999^TOY^PA^^mpv^^Toyota^
Previa (XR30-XR40)^Toyota^Previa (XR30-XR40) | 2000-2006^Toyota[Previa (XR30-XR40) | 2000-2006^TOY^PA^^mpv^^Toyota^
Previa (XR50)^Toyota^Previa (XR50) | 2006-2019^Toyota[Previa (XR50) | 2006-2019^TOY^PA^For models without roof rails^mpv^^Toyota^
Prius C^Toyota^Prius C | 2012-present^Toyota[Prius C | 2012-present^TOY^PR^^5d^^Toyota Prius^
Prius II^Toyota^Prius II | 2002-2009^Toyota[Prius II | 2002-2009^TOY^PR^^4d^^Toyota Prius^
Prius III (XW30)^Toyota^Prius III (XW30) | 2009-2015^Toyota[Prius III (XW30) | 2009-2015^TOY^PR^^4d^^Toyota Prius^
Prius IV (XW50)^Toyota^Prius IV (XW50) | 2016-2022^Toyota[Prius IV (XW50) | 2016-2022^TOY^PR^^mpv^^Toyota Prius^
Prius V (XW60)^Toyota^Prius V (XW60) | 2023-present^Toyota[Prius V (XW60) | 2023-present^TOY^PR^^5d^^Toyota Prius^
Prius+^Toyota^Prius+ | 2012-2021^Toyota[Prius+ | 2012-2021^TOY^PR^^mpv^^Toyota Prius+/Wagon^
ProAce I^Toyota^ProAce I | 2013-2016^Toyota[ProAce I | 2013-2016^TOY^PO^^van & mpv^^Toyota Proace^
ProAce II^Toyota^ProAce II | 2016-present^Toyota[ProAce II | 2016-present^TOY^PO^^van & mpv^^Toyota Proace^
ProAce Max^Toyota^ProAce Max | 2024-present^Toyota[ProAce Max | 2024-present^TOY^PM^^van & mpv^^Toyota Proace^
ProAce Verso II^Toyota^ProAce Verso II | 2016-present^Toyota[ProAce Verso II | 2016-present^TOY^PO^^van & mpv^^Toyota Proace Verso^
ProAce City^Toyota^ProAce City | 2019-present^Toyota[ProAce City | 2019-present^TOY^PC^For models without roof rails^van & mpv^^Toyota Proace city^
ProAce City Verso^Toyota^ProAce City Verso | 2019-present^Toyota[ProAce City Verso | 2019-present^TOY^PC^For models without roof rails^mpv^^Toyota Proace city^
RAV4 I (SXA10)^Toyota^RAV4 I (SXA10) | 1994-2000^Toyota[RAV4 I (SXA10) | 1994-2000^TOY^RA^For models without roof rails; Mounting on fixed mounting points^suv^^Toyota Rav4^
RAV4 I (SXA10) Funcruiser^Toyota^RAV4 I (SXA10) | 1994-2000^Toyota[RAV4 I (SXA10) | 1994-2000^TOY^RA^^3d^^Toyota Rav4^
RAV4 II (XA20)^Toyota^RAV4 II (XA20) | 2000-2006^Toyota[RAV4 II (XA20) | 2000-2006^TOY^RA^^suv^^Toyota Rav4^
RAV4 III (XA30)^Toyota^RAV4 III (XA30) | 2006-2013^Toyota[RAV4 III (XA30) | 2006-2013^TOY^RA^^suv^^Toyota Rav4^
RAV4 IV (XA40)^Toyota^RAV4 IV (XA40) | 2013-2018^Toyota[RAV4 IV (XA40) | 2013-2018^TOY^RA^^suv^^Toyota Rav4^
RAV4 V (XA50)^Toyota^RAV4 V (XA50) | 2018-present^Toyota[RAV4 V (XA50) | 2018-present^TOY^RA^^suv^^Toyota Rav4^
Starlet (P8)^Toyota^Starlet (P8) | 1989-1996^Toyota[Starlet (P8) | 1989-1996^TOY^ST^For models without roof rails^3d & 5d^^Toyota Starlet^
Starlet (P9)^Toyota^Starlet (P9) | 1996-1999^Toyota[Starlet (P9) | 1996-1999^TOY^ST^For models without roof rails^3d & 5d^^Toyota Starlet^
Tundra I^Toyota^Tundra I | 2000-2007^Toyota[Tundra I | 2000-2007^TOY^TU^For models without roof rails^pickup^^Toyota Tundra^
Tundra II^Toyota^Tundra II | 2007-present ^Toyota[Tundra II | 2007-present ^TOY^TU^^pickup^^Toyota Tundra^
Tundra (XK50)^Toyota^Tundra II | 2007-present ^Toyota[Tundra II | 2007-present ^TOY^TU^^pickup^^Toyota Tundra^
Urban Cruiser^Toyota^Urban Cruiser | 2009-2016^Toyota[Urban Cruiser | 2009-2016^TOY^UR^^mpv^^Toyota Urban Cruiser^
Urban Cruiser (BEV)^Toyota^Urban Cruiser (BEV) | 2025-present^Toyota[Urban Cruiser (BEV) | 2025-present^TOY^UR^^mpv^^Toyota Urban Cruiser^
Verso I^Toyota^Verso I | 2009-2018^Toyota[Verso I | 2009-2018^TOY^VE^^mpv^^Toyota Verso^
Verso-S^Toyota^Verso-S | 2011-2016^Toyota[Verso-S | 2011-2016^TOY^VE^For models without roof rails^mpv^^Toyota Verso^
Yaris (P1)^Toyota^Yaris (P1) | 1998-2005^Toyota[Yaris (P1) | 1998-2005^TOY^YA^For models without roof rails^3d & 5d^^Toyota Yaris^
Yaris (XP9)^Toyota^Yaris (XP9) | 2005-2011^Toyota[Yaris (XP9) | 2005-2011^TOY^YA^^3d & 5d^^Toyota Yaris^
Yaris (XP13)^Toyota^Yaris (XP13) | 2011-2020^Toyota[Yaris (XP13) | 2011-2020^TOY^YA^^3d & 5d^^Toyota Yaris^
Yaris (XP21)^Toyota^Yaris (XP21) | 2020-present^Toyota[Yaris (XP21) | 2020-present^TOY^YA^^3d & 5d^^Toyota Yaris^
Yaris Cross (XP210)^Toyota^Yaris Cross (XP210) | 2020-present^Toyota[Yaris Cross (XP210) | 2020-present^TOY^YC^Mounting on fixed mounting points^suv^^Toyota^
Yaris Verso^Toyota^Yaris Verso | 2000-2006^Toyota[Yaris Verso | 2000-2006^TOY^YA^^mpv^^Toyota Yaris Verso^
Spitfire^Triumph^Spitfire | 1965-1980^Triumph[Spitfire | 1965-1980^TRI^SP^^cabriolet^^^
Stag^Triumph^Stag | 1965-1980^Triumph[Stag | 1965-1980^TRI^ST^^cabriolet^^^
TR3^Triumph^TR3 | 1955-1961^Triumph[TR3 | 1955-1961^TRI^TR^^cabriolet^^^
TR4 & TR6^Triumph^TR4 & TR6 | 1961-1976^Triumph[TR4 & TR6 | 1961-1976^TRI^TR^^cabriolet^^^
Amarok^Volkswagen^Amarok | 2011-2022^Volkswagen[Amarok | 2011-2022^VW^AM^^pickup^^Volkswagen Amarok^
Amarok II^Volkswagen^Amarok II | 2023-present^Volkswagen[Amarok II | 2023-present^VW^AM^^pickup^^Volkswagen Amarok^
Arteon^Volkswagen^Arteon | 2017-present^Volkswagen[Arteon | 2017-present^VW^AR^^4d coupé^^Volkswagen Arteon^
Arteon Shooting Brake^Volkswagen^Arteon Shooting Brake | 2020-present^Volkswagen[Arteon Shooting Brake | 2020-present^VW^AR^^wagon^^Volkswagen Arteon^
Beetle^Volkswagen^Beetle (A5) | 2011-2019^Volkswagen[Beetle (A5) | 2011-2019^VW^BE^^2d^^Volkswagen Beetle^
Beetle (1200)^Volkswagen^Beetle (1200) | 1968-1981^Volkswagen[Beetle (1200) | 1968-1981^VW^BE^For models without roof rails; Mounting on fixed mounting points^cabriolet^^Volkswagen Beetle^
Beetle (1302 / 1303)^Volkswagen^Beetle (1302 / 1303) | 1968-1981^Volkswagen[Beetle (1302 / 1303) | 1968-1981^VW^BE^For models without roof rails; Mounting on fixed mounting points^cabriolet^^Volkswagen Beetle^
Beetle (5C7)^Volkswagen^Beetle (A5) | 2011-2019^Volkswagen[Beetle (A5) | 2011-2019^VW^BE^For models without roof rails; Mounting on fixed mounting points^cabriolet^^Volkswagen Beetle^
Beetle (A5)^Volkswagen^Beetle (A5) | 2011-2019^Volkswagen[Beetle (A5) | 2011-2019^VW^BE^For models without roof rails; Mounting on fixed mounting points^cabriolet^^Volkswagen Beetle^
Bora - Jetta IV (1J)^Volkswagen^Bora - Jetta IV (1J) | 1998-2005^Volkswagen[Bora - Jetta IV (1J) | 1998-2005^VW^BO^^4d^^Volkswagen Bora^
Bora Variant (1J)^Volkswagen^Bora - Jetta IV (1J) | 1998-2005^Volkswagen[Bora - Jetta IV (1J) | 1998-2005^VW^BO^For models without roof rails; Mounting on fixed mounting points^wagon^^Volkswagen Bora^
Caddy - Caddy Maxi (2K)^Volkswagen^Caddy - Caddy Maxi (2K) | 2004-2020^Volkswagen[Caddy - Caddy Maxi (2K) | 2004-2020^VW^CA^For models without roof rails; Mounting on fixed mounting points^van^^Volkswagen Caddy^
Caddy - Caddy Maxi (SB)^Volkswagen^Caddy - Caddy Maxi (SB) | 2020-present^Volkswagen[Caddy - Caddy Maxi (SB) | 2020-present^VW^CA^For models without roof rails; Mounting on fixed mounting points^van & mpv^^Volkswagen Caddy^
Caddy & Caddy Maxi (2K)^Volkswagen^Caddy - Caddy Maxi (2K) | 2004-2020^Volkswagen[Caddy - Caddy Maxi (2K) | 2004-2020^VW^CA^For models without roof rails; Mounting on fixed mounting points^van^^Volkswagen Caddy^
Caddy (2K)^Volkswagen^Caddy - Caddy Maxi (2K) | 2004-2020^Volkswagen[Caddy - Caddy Maxi (2K) | 2004-2020^VW^CA^^van & mpv^^Volkswagen Caddy^
Caddy (9K)^Volkswagen^Caddy (9K) | 1996-2004^Volkswagen[Caddy (9K) | 1996-2004^VW^CA^^van & mpv^^Volkswagen Caddy^
Caddy (SB)^Volkswagen^Caddy - Caddy Maxi (SB) | 2020-present^Volkswagen[Caddy - Caddy Maxi (SB) | 2020-present^VW^CA^^van & mpv^^Volkswagen Caddy^
Caddy Combi (2K)^Volkswagen^Caddy - Caddy Maxi (2K) | 2004-2020^Volkswagen[Caddy - Caddy Maxi (2K) | 2004-2020^VW^CA^^van & mpv^^Volkswagen Caddy^
Caddy Combi (SB)^Volkswagen^Caddy - Caddy Maxi (SB) | 2020-present^Volkswagen[Caddy - Caddy Maxi (SB) | 2020-present^VW^CA^^van & mpv^^Volkswagen Caddy^
Caddy Combi Maxi (2K)^Volkswagen^Caddy - Caddy Maxi (2K) | 2004-2020^Volkswagen[Caddy - Caddy Maxi (2K) | 2004-2020^VW^CA^For models without roof rails; Mounting on fixed mounting points^van & mpv^^Volkswagen Caddy^
Caddy Maxi (2K)^Volkswagen^Caddy - Caddy Maxi (2K) | 2004-2020^Volkswagen[Caddy - Caddy Maxi (2K) | 2004-2020^VW^CA^For models without roof rails; Mounting on fixed mounting points^van & mpv^^Volkswagen Caddy^
Caddy Maxi (SB)^Volkswagen^Caddy - Caddy Maxi (SB) | 2020-present^Volkswagen[Caddy - Caddy Maxi (SB) | 2020-present^VW^CA^^van & mpv^^Volkswagen Caddy^
Caddy Pickup (9U)^Volkswagen^Caddy (9K) | 1996-2004^Volkswagen[Caddy (9K) | 1996-2004^VW^CA^For models without roof rails; Mounting on fixed mounting points^pickup^^Volkswagen Caddy^
California T5^Volkswagen^Transporter T5 | 2003-2015^Volkswagen[Transporter T5 | 2003-2015^VW^T5^For models without roof rails; Mounting on fixed mounting points^mpv^^Volkswagen Transporter T5 California^
California T6^Volkswagen^Transporter T6 - T6.1 | 2015-2024^Volkswagen[Transporter T6 - T6.1 | 2015-2024^VW^T6^^mpv^^Volkswagen Transporter T6/T6.1 California^
California T6 - T6.1^Volkswagen^Transporter T6 - T6.1 | 2015-2024^Volkswagen[Transporter T6 - T6.1 | 2015-2024^VW^T6^^mpv^^Volkswagen Transporter T6/T6.1 California^
California T7^Volkswagen^Transporter T7 | 2024-present^Volkswagen[Transporter T7 | 2024-present^VW^T7^^mpv^^Volkswagen Transporter T6/T6.1 California^
CC^Volkswagen^Passat CC (3C - 35) | 2008-2017^Volkswagen[Passat CC (3C - 35) | 2008-2017^VW^CC^^coupé^^Volkswagen CC^
Corrado^Volkswagen^Corrado | 1988-1995^Volkswagen[Corrado | 1988-1995^VW^CO^^coupé^^Volkswagen Corrado^
Crafter I^Volkswagen^Crafter I | 2006-2017^Volkswagen[Crafter I | 2006-2017^VW^CR^2010-2014 only with roof rails^van^^Volkswagen Crafter^
Crafter II^Volkswagen^Crafter II | 2017-present^Volkswagen[Crafter II | 2017-present^VW^CR^2007-2010 only with roof rails^van^^Volkswagen Crafter^
CrossGolf (1KP facelift)^Volkswagen^Golf Plus - CrossGolf (1KP) | 2004-2014^Volkswagen[Golf Plus - CrossGolf (1KP) | 2004-2014^VW^GO^2010-2015 only with roof rails^mpv^^Volkswagen CrossGolf^
CrossGolf (1KP)^Volkswagen^Golf Plus - CrossGolf (1KP) | 2004-2014^Volkswagen[Golf Plus - CrossGolf (1KP) | 2004-2014^VW^GO^^mpv^^Volkswagen CrossGolf^
CrossPolo (6R - 6C)^Volkswagen^Polo V (6R - 6C) | 2009-2017^Volkswagen[Polo V (6R - 6C) | 2009-2017^VW^PO^^5d^^Volkswagen Polo^
CrossPolo (9N3)^Volkswagen^Polo IV (9N - 9N3) | 2001-2009^Volkswagen[Polo IV (9N - 9N3) | 2001-2009^VW^PO^^5d^^Volkswagen Polo 9N/9N3^
CrossTouran (1T GP)^Volkswagen^Touran (1T GP) | 2003-2010^Volkswagen[Touran (1T GP) | 2003-2010^VW^TO^^mpv^^Volkswagen Touran^
CrossTouran (1T GP2)^Volkswagen^Touran (1T GP2) | 2010-2015^Volkswagen[Touran (1T GP2) | 2010-2015^VW^TO^^mpv^^Volkswagen Touran^
e-Crafter II^Volkswagen^Crafter II | 2017-present^Volkswagen[Crafter II | 2017-present^VW^CR^2010-2017 always with roofrails, only 5d^van & mpv^^Volkswagen Crafter^
Eos^Volkswagen^Eos | 2006-2015^Volkswagen[Eos | 2006-2015^VW^EO^^cabriolet^^Volkswagen Eos^
Fox^Volkswagen^Fox | 2004-2011^Volkswagen[Fox | 2004-2011^VW^FO^^3d & 5d^^Volkswagen Fox^
Golf I (Typ 17)^Volkswagen^Golf I (Typ 17 - 155) | 1974-1993^Volkswagen[Golf I (Typ 17 - 155) | 1974-1993^VW^GO^^3d & 5d^^Volkswagen Golf^
Golf I Cabriolet (Typ 155)^Volkswagen^Golf I (Typ 17 - 155) | 1974-1993^Volkswagen[Golf I (Typ 17 - 155) | 1974-1993^VW^GO^^2d^^Volkswagen Golf^
Golf II (1G)^Volkswagen^Golf II (1G) | 1983-1991^Volkswagen[Golf II (1G) | 1983-1991^VW^GO^^3d & 5d^^Volkswagen Golf^
Golf III & IV Cabriolet (1J) ^Volkswagen^Golf III (1H) | 1991-1997{Volkswagen[Golf IV (1J) | 1997-2003^Volkswagen[Golf III (1H) | 1991-1997{Volkswagen[Golf IV (1J) | 1997-2003^VW^GO^For models without roof rails^2d^^Volkswagen Golf 3^
Golf III (1H)^Volkswagen^Golf III (1H) | 1991-1997^Volkswagen[Golf III (1H) | 1991-1997^VW^GO^^cabriolet^^Volkswagen Golf 3^
Golf III Variant (1H)^Volkswagen^Golf III Variant (1H) | 1993-1999^Volkswagen[Golf III Variant (1H) | 1993-1999^VW^GO^For models without roof rails^wagon^^Volkswagen Golf 3^
Golf IV (1J)^Volkswagen^Golf IV (1J) | 1997-2003^Volkswagen[Golf IV (1J) | 1997-2003^VW^GO^^3d & 5d^^Volkswagen Golf 4^
Golf IV Cabriolet (1J)^Volkswagen^Golf IV (1J) | 1997-2003^Volkswagen[Golf IV (1J) | 1997-2003^VW^GO^^2d^^Volkswagen Golf 4^
Golf IV Variant (1J)^Volkswagen^Golf IV Variant (1J) | 1999-2006^Volkswagen[Golf IV Variant (1J) | 1999-2006^VW^GO^^wagon^^Volkswagen Golf 4^
Golf Plus (1KP facelift)^Volkswagen^Golf Plus - CrossGolf (1KP) | 2004-2014^Volkswagen[Golf Plus - CrossGolf (1KP) | 2004-2014^VW^GO^^mpv^^Volkswagen Golf Plus^
Golf Plus (1KP)^Volkswagen^Golf Plus - CrossGolf (1KP) | 2004-2014^Volkswagen[Golf Plus - CrossGolf (1KP) | 2004-2014^VW^GO^^mpv^^Volkswagen Golf Plus^
Golf V (1K)^Volkswagen^Golf V (1K) | 2003-2008^Volkswagen[Golf V (1K) | 2003-2008^VW^GO^^3d & 5d^^Volkswagen Golf 5^
Golf V Variant (1K)^Volkswagen^Golf V Variant (1K) | 2007-2009^Volkswagen[Golf V Variant (1K) | 2007-2009^VW^GO^^wagon^^Volkswagen Golf 5^
Golf VI (5K)^Volkswagen^Golf VI (5K) | 2008-2012^Volkswagen[Golf VI (5K) | 2008-2012^VW^GO^^3d & 5d^^Volkswagen Golf 6^
Golf VI Plus (5K)^Volkswagen^Golf VI (5K) | 2008-2012^Volkswagen[Golf VI (5K) | 2008-2012^VW^GO^^5d^^Volkswagen Golf 6^
Golf VI Cabriolet (5K)^Volkswagen^Golf VI Cabriolet (5K) | 2011-2016^Volkswagen[Golf VI Cabriolet (5K) | 2011-2016^VW^GO^For models without roof rails^2d^^Volkswagen Golf 6^
Golf VI Variant (5K)^Volkswagen^Golf VI Variant (5K) | 2009-2013^Volkswagen[Golf VI Variant (5K) | 2009-2013^VW^GO^^wagon^^Volkswagen Golf 6^
Golf VII (5G)^Volkswagen^Golf VII (5G) | 2012-2020^Volkswagen[Golf VII (5G) | 2012-2020^VW^GO^^3d & 5d^^Volkswagen Golf 7^
Golf VII Alltrack (5G)^Volkswagen^Golf VII Variant (5G) | 2013-2020^Volkswagen[Golf VII Variant (5G) | 2013-2020^VW^GO^^wagon^^Volkswagen Golf 7^
Golf VII Cabriolet (5K)^Volkswagen^Golf VII Cabriolet (5K) | 2011-2016^Volkswagen[Golf VII Cabriolet (5K) | 2011-2016^VW^GO^^2d^^Volkswagen Golf 7^
Golf VII Sportsvan (5G)^Volkswagen^Golf VII Sportsvan (5G) | 2014-2020^Volkswagen[Golf VII Sportsvan (5G) | 2014-2020^VW^GO^^wagon^^Volkswagen Golf 7^
Golf VII Variant (5G)^Volkswagen^Golf VII Variant (5G) | 2013-2020^Volkswagen[Golf VII Variant (5G) | 2013-2020^VW^GO^^wagon^^Volkswagen Golf 7^
Golf VIII (CD)^Volkswagen^Golf VIII (CD) | 2020-present^Volkswagen[Golf VIII (CD) | 2020-present^VW^GO^^3d & 5d^^Volkswagen Golf 8^
Golf VIII Variant (CD)^Volkswagen^Golf VIII Variant (CD) | 2020-present^Volkswagen[Golf VIII Variant (CD) | 2020-present^VW^GO^^wagon^^Volkswagen Golf 8^
ID.3^Volkswagen^ID.3 | 2019-present^Volkswagen[ID.3 | 2019-present^VW^I3^^5d^^Volkswagen ID3^
ID.4^Volkswagen^ID.4 | 2020-present^Volkswagen[ID.4 | 2020-present^VW^I4^^suv^^Volkswagen ID4^
ID.5^Volkswagen^ID.5 | 2022-present^Volkswagen[ID.5 | 2022-present^VW^I5^^suv^^Volkswagen iD5^
ID.7^Volkswagen^ID.7 | 2023-present^Volkswagen[ID.7 | 2023-present^VW^I7^^5d^^Volkswagen iD7^
ID.7 Tourer^Volkswagen^ID.7 | 2023-present^Volkswagen[ID.7 | 2023-present^VW^I7^^wagon^^Volkswagen iD7^
ID.Buzz^Volkswagen^ID.Buzz | 2022-present^Volkswagen[ID.Buzz | 2022-present^VW^IB^^van & mpv^^Volkswagen ID.Buzz^
Jetta I (16)^Volkswagen^Jetta I (16) | 1979-1984^Volkswagen[Jetta I (16) | 1979-1984^VW^JE^^2d & 4d^^Volkswagen Jetta^
Jetta II (1G)^Volkswagen^Jetta II (1G) | 1984-1992^Volkswagen[Jetta II (1G) | 1984-1992^VW^JE^^2d^^Volkswagen Jetta^
Jetta V (1K)^Volkswagen^Jetta V (1K) | 2005-2011^Volkswagen[Jetta V (1K) | 2005-2011^VW^JE^^4d & wagon^^Volkswagen Jetta^
Jetta V (1K) - Jetta VI (1B)^Volkswagen^Jetta V (1K) | 2005-2011{Volkswagen[Jetta VI (1B) | 2011-2018^Volkswagen[Jetta V (1K) | 2005-2011{Volkswagen[Jetta VI (1B) | 2011-2018^VW^JE^^4d & wagon^^Volkswagen Jetta^
Jetta VI (1B)^Volkswagen^Jetta VI (1B) | 2011-2018^Volkswagen[Jetta VI (1B) | 2011-2018^VW^JE^^4d & wagon^^Volkswagen Jetta^
Karmann Ghia^Volkswagen^Karmann Ghia | 1955-1975^Volkswagen[Karmann Ghia | 1955-1975^VW^KAR^^cabriolet^^Volkswagen^
LT^Volkswagen^LT | 1996-2006^Volkswagen[LT | 1996-2006^VW^LT^^van^^Volkswagen LT^
Lupo^Volkswagen^Lupo | 1998-2005^Volkswagen[Lupo | 1998-2005^VW^LU^^3d^^VW Lupo 98-05^
Lupo 3L^Volkswagen^Lupo | 1998-2005^Volkswagen[Lupo | 1998-2005^VW^LU^^3d^^VW Lupo 98-05^
Multivan T6^Volkswagen^Transporter T6 - T6.1 | 2015-2024^Volkswagen[Transporter T6 - T6.1 | 2015-2024^VW^T6^^van & mpv^^VW Multivan T6^
Multivan T7 (ST)^Volkswagen^Multivan T7 | 2022-present^Volkswagen[Multivan T7 | 2022-present^VW^T7^^van & mpv^^VW Multivan T7^
New Beetle^Volkswagen^New Beetle | 1998-2011^Volkswagen[New Beetle | 1998-2011^VW^BE^^cabriolet^^Volkswagen New Beetle^
Passat (B3 & B4)^Volkswagen^Passat (B3 & B4) | 1988-1997^Volkswagen[Passat (B3 & B4) | 1988-1997^VW^PA^^4d^^Volkswagen Passat^
Passat (B5 - B5.5)^Volkswagen^Passat (B5) | 1996-2005^Volkswagen[Passat (B5) | 1996-2005^VW^PA^^4d^^Volkswagen Passat^
Passat (B5)^Volkswagen^Passat (B5) | 1996-2005^Volkswagen[Passat (B5) | 1996-2005^VW^PA^^4d^^Volkswagen Passat B5^
Passat (B5.5)^Volkswagen^Passat (B5) | 1996-2005^Volkswagen[Passat (B5) | 1996-2005^VW^PA^^4d^^Volkswagen Passat B5^
Passat (B6)^Volkswagen^Passat (B6) | 2005-2010^Volkswagen[Passat (B6) | 2005-2010^VW^PA^^4d^^Volkswagen Passat B6^
Passat (B7)^Volkswagen^Passat (B7) | 2010-2014^Volkswagen[Passat (B7) | 2010-2014^VW^PA^^4d^^Volkswagen Passat^
Passat (B8)^Volkswagen^Passat (B8) | 2014-2021^Volkswagen[Passat (B8) | 2014-2021^VW^PA^For models without roof rails^4d^^Volkswagen Passat B8^
Passat Alltrack (B7)^Volkswagen^Passat Variant (B7) | 2010-2014^Volkswagen[Passat Variant (B7) | 2010-2014^VW^PA^^wagon^^Volkswagen Passat^
Passat Alltrack (B8)^Volkswagen^Passat Variant (B8) | 2014-2023^Volkswagen[Passat Variant (B8) | 2014-2023^VW^PA^^wagon^^Volkswagen Passat^
Passat CC^Volkswagen^Passat CC (3C - 35) | 2008-2017^Volkswagen[Passat CC (3C - 35) | 2008-2017^VW^PA^^coupé^^Volkswagen Passat CC^
Passat CC (3C/35)^Volkswagen^Passat CC (3C - 35) | 2008-2017^Volkswagen[Passat CC (3C - 35) | 2008-2017^VW^PA^^4d coupé^^Volkswagen Passat CC^
Passat Variant (B3 & B4)^Volkswagen^Passat Variant (B3 & B4) | 1988-1997^Volkswagen[Passat Variant (B3 & B4) | 1988-1997^VW^PA^^wagon^^Volkswagen Passat^
Passat Variant (B5 - B5.5)^Volkswagen^Passat Variant (B5) | 1996-2005^Volkswagen[Passat Variant (B5) | 1996-2005^VW^PA^^wagon^^Volkswagen Passat B5^
Passat Variant (B5)^Volkswagen^Passat Variant (B5) | 1996-2005^Volkswagen[Passat Variant (B5) | 1996-2005^VW^PA^^wagon^^Volkswagen Passat B5^
Passat Variant (B5.5)^Volkswagen^Passat Variant (B5) | 1996-2005^Volkswagen[Passat Variant (B5) | 1996-2005^VW^PA^^wagon^^Volkswagen Passat B5^
Passat Variant (B6)^Volkswagen^Passat Variant (B6) | 2005-2010^Volkswagen[Passat Variant (B6) | 2005-2010^VW^PA^^wagon^^Volkswagen Passat B6^
Passat Variant (B7)^Volkswagen^Passat Variant (B7) | 2010-2014^Volkswagen[Passat Variant (B7) | 2010-2014^VW^PA^^wagon^^Volkswagen Passat^
Passat Variant (B8)^Volkswagen^Passat Variant (B8) | 2014-2023^Volkswagen[Passat Variant (B8) | 2014-2023^VW^PA^^wagon^^Volkswagen Passat B8^
Passat Variant (B9)^Volkswagen^Passat Variant (B9) | 2023-present^Volkswagen[Passat Variant (B9) | 2023-present^VW^PA^^wagon^^Volkswagen Passat^
Phaeton^Volkswagen^Phaeton | 2001-2016^Volkswagen[Phaeton | 2001-2016^VW^PH^^4d^^Volkswagen Phaeton^
Polo II (86C)^Volkswagen^Polo II (86C) | 1981-1994^Volkswagen[Polo II (86C) | 1981-1994^VW^PO^^3d^^Volkswagen Polo^
Polo III (6N - 6N2)^Volkswagen^Polo III (6N - 6N2) | 1994-2001^Volkswagen[Polo III (6N - 6N2) | 1994-2001^VW^PO^^3d & 5d^^Volkswagen Polo^
Polo III (6N)^Volkswagen^Polo III (6N - 6N2) | 1994-2001^Volkswagen[Polo III (6N - 6N2) | 1994-2001^VW^PO^^3d & 5d^^Volkswagen Polo^
Polo III (6N2)^Volkswagen^Polo III (6N - 6N2) | 1994-2001^Volkswagen[Polo III (6N - 6N2) | 1994-2001^VW^PO^^3d & 5d^^Volkswagen Polo^
Polo III Classic (6N - 6N2)^Volkswagen^Polo III (6N - 6N2) | 1994-2001^Volkswagen[Polo III (6N - 6N2) | 1994-2001^VW^PO^2001-2005^4d^^Volkswagen Polo^
Polo III Classic (6N2)^Volkswagen^Polo III (6N - 6N2) | 1994-2001^Volkswagen[Polo III (6N - 6N2) | 1994-2001^VW^PO^2004-2005 only with roof rails^4d^^Volkswagen Polo^
Polo III Variant (6N - 6N2)^Volkswagen^Polo III (6N - 6N2) | 1994-2001^Volkswagen[Polo III (6N - 6N2) | 1994-2001^VW^PO^2005-2009^wagon^^Volkswagen Polo^
Polo III Variant (6N2)^Volkswagen^Polo III (6N - 6N2) | 1994-2001^Volkswagen[Polo III (6N - 6N2) | 1994-2001^VW^PO^Not for CrossPolo^wagon^^Volkswagen Polo^
Polo IV (9N - 9N3)^Volkswagen^Polo IV (9N - 9N3) | 2001-2009^Volkswagen[Polo IV (9N - 9N3) | 2001-2009^VW^PO^Not for CrossPolo^3d & 5d^^Volkswagen Polo 9N/9N3^
Polo IV (9N)^Volkswagen^Polo IV (9N - 9N3) | 2001-2009^Volkswagen[Polo IV (9N - 9N3) | 2001-2009^VW^PO^Not for CrossPolo^3d & 5d^^Volkswagen Polo^
Polo IV (9N) Fun - Dune - Soho^Volkswagen^Polo IV (9N - 9N3) | 2001-2009^Volkswagen[Polo IV (9N - 9N3) | 2001-2009^VW^PO^^3d & 5d^^Volkswagen Polo^
Polo IV (9N3)^Volkswagen^Polo IV (9N - 9N3) | 2001-2009^Volkswagen[Polo IV (9N - 9N3) | 2001-2009^VW^PO^^3d & 5d^^Volkswagen Polo^
Polo V (6C)^Volkswagen^Polo V (6R - 6C) | 2009-2017^Volkswagen[Polo V (6R - 6C) | 2009-2017^VW^PO^^3d & 5d^^Volkswagen Polo^
Polo V (6R - 6C)^Volkswagen^Polo V (6R - 6C) | 2009-2017^Volkswagen[Polo V (6R - 6C) | 2009-2017^VW^PO^^3d & 5d^^Volkswagen Polo^
